sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_robot_intro_text.started,training_robot_intro_key.started,training_robot_intro_key.keys,training_robot_intro_key.rt,cross.started,cross.stopped,training_letter.started,training_robot_key.started,training_robot_question.started,training_robot_keys.started,training_letter.stopped,training_robot_key.keys,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_robot_intro_text.stopped,training_robot_intro_key.stopped,training_robot_key.rt,RSME_key.rt,training_robot_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,letter.started,key.started,letter.stopped,key.keys,block_intro_text.stopped,block_intro_key.stopped,key.rt,movie.started,participant,session,date,expName,psychopyVersion,frameRate,Unnamed: 80
F,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,2.0,2.0,2.0,,,,,,,,,,,,,368.6780171999999,369.7506919000007,,,,,,,371.7778757000015,371.7778757000015,371.7778757000015,371.7778757000015,371.7778757000015,371.7778757000015,371.7778757000015,371.7778757000015,None,None,None,,,,,,,,,,,368.6780171999999,368.6780171999999,None,,369.7506919000007,369.7506919000007,371.7778757000015,n,368.6780171999999,368.6780171999999,0.6120259999988775,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
K,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,3.0,3.0,3.0,,,,,,,,,,,,,371.7778757000015,372.8401522999993,,,,,,,374.86780310000177,374.86780310000177,374.86780310000177,374.86780310000177,374.86780310000177,374.86780310000177,374.86780310000177,374.86780310000177,None,None,None,,,,,,,,,,,371.7778757000015,371.7778757000015,None,,372.8401522999993,372.8401522999993,374.86780310000177,n,371.7778757000015,371.7778757000015,1.1611716999977943,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
L,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,4.0,4.0,4.0,,,,,,,,,,,,,374.86780310000177,375.9228770000009,,,,,,,377.95231630000126,377.95231630000126,377.95231630000126,377.95231630000126,377.95231630000126,377.95231630000126,377.95231630000126,377.95231630000126,None,None,None,,,,,,,,,,,374.86780310000177,374.86780310000177,None,,375.9228770000009,375.9228770000009,377.95231630000126,n,374.86780310000177,374.86780310000177,0.7265306000008422,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
J,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,5.0,5.0,5.0,,,,,,,,,,,,,377.95231630000126,379.0099064000024,,,,,,,381.0362916000013,381.0362916000013,381.0362916000013,381.0362916000013,381.0362916000013,381.0362916000013,381.0362916000013,381.0362916000013,None,None,None,,,,,,,,,,,377.95231630000126,377.95231630000126,None,,379.0099064000024,379.0099064000024,381.0362916000013,n,377.95231630000126,377.95231630000126,0.5996816999977455,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
L,True,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,6.0,6.0,6.0,,,,,,,,,,,,,381.0362916000013,382.0903080999997,,,,,,,384.32199220000257,384.32199220000257,384.32199220000257,384.32199220000257,384.32199220000257,384.32199220000257,384.32199220000257,384.32199220000257,None,None,None,,,,,,,,,,,381.0362916000013,381.0362916000013,None,,382.0903080999997,382.0903080999997,384.32199220000257,c,381.0362916000013,381.0362916000013,0.5356520999994245,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
J,True,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,7.0,7.0,7.0,,,,,,,,,,,,,384.32199220000257,,,,,,,,387.6239372000018,387.6239372000018,387.6239372000018,387.6239372000018,387.6239372000018,387.6239372000018,387.6239372000018,387.6239372000018,None,None,None,,,,,,,,,,,384.32199220000257,384.32199220000257,None,,385.3895021999997,385.3895021999997,387.6239372000018,c,384.32199220000257,384.32199220000257,0.8759087999969779,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
X,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,8.0,8.0,8.0,,,,,,,,,,,,,387.6239372000018,388.6898645000001,,,,,,,390.919721000002,390.919721000002,390.919721000002,390.919721000002,390.919721000002,390.919721000002,390.919721000002,390.919721000002,None,None,None,,,,,,,,,,,387.6239372000018,387.6239372000018,None,,388.6898645000001,388.6898645000001,390.919721000002,n,387.6239372000018,387.6239372000018,0.8795295999989321,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
V,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,9.0,9.0,9.0,,,,,,,,,,,,,390.919721000002,391.9739861000016,,,,,,,394.0081831999996,394.0081831999996,394.0081831999996,394.0081831999996,394.0081831999996,394.0081831999996,394.0081831999996,394.0081831999996,None,None,None,,,,,,,,,,,390.919721000002,390.919721000002,None,,391.9739861000016,391.9739861000016,394.0081831999996,n,390.919721000002,390.919721000002,0.9083423000010952,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
C,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,10.0,10.0,10.0,,,,,,,,,,,,,394.0081831999996,395.0737828999991,,,,,,,397.3072252999991,397.3072252999991,397.3072252999991,397.3072252999991,397.3072252999991,397.3072252999991,397.3072252999991,397.3072252999991,None,None,None,,,,,,,,,,,394.0081831999996,394.0081831999996,None,,395.0737828999991,395.0737828999991,397.3072252999991,n,394.0081831999996,394.0081831999996,1.0312788999981422,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
V,True,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,11.0,11.0,11.0,,,,,,,,,,,,,397.3072252999991,398.3739134999996,,,,,,,400.41001139999935,400.41001139999935,400.41001139999935,400.41001139999935,400.41001139999935,400.41001139999935,400.41001139999935,400.41001139999935,None,None,None,,,,,,,,,,,397.3072252999991,397.3072252999991,None,,398.3739134999996,398.3739134999996,400.41001139999935,c,397.3072252999991,397.3072252999991,0.5806454999983544,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
T,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,12.0,12.0,12.0,,,,,,,,,,,,,400.41001139999935,401.4845662000007,,,,,,,403.5088622000003,403.5088622000003,403.5088622000003,403.5088622000003,403.5088622000003,403.5088622000003,403.5088622000003,403.5088622000003,None,None,None,,,,,,,,,,,400.41001139999935,400.41001139999935,None,,401.4845662000007,401.4845662000007,403.5088622000003,n,400.41001139999935,400.41001139999935,0.8842886999991606,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
C,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,13.0,13.0,13.0,,,,,,,,,,,,,403.5088622000003,404.5734548,,,,,,,406.80359880000105,406.80359880000105,406.80359880000105,406.80359880000105,406.80359880000105,406.80359880000105,406.80359880000105,406.80359880000105,None,None,None,,,,,,,,,,,403.5088622000003,403.5088622000003,None,,404.5734548,404.5734548,406.80359880000105,n,403.5088622000003,403.5088622000003,1.1955261000002793,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
V,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,14.0,14.0,14.0,,,,,,,,,,,,,406.80359880000105,407.8718169999993,,,,,,,410.10082220000186,410.10082220000186,410.10082220000186,410.10082220000186,410.10082220000186,410.10082220000186,410.10082220000186,410.10082220000186,None,None,None,,,,,,,,,,,406.80359880000105,406.80359880000105,None,,407.8718169999993,407.8718169999993,410.10082220000186,n,406.80359880000105,406.80359880000105,0.9137579999987792,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
C,True,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,15.0,15.0,15.0,,,,,,,,,,,,,410.10082220000186,411.1558286,,,,,,,413.38885429999937,413.38885429999937,413.38885429999937,413.38885429999937,413.38885429999937,413.38885429999937,413.38885429999937,413.38885429999937,None,None,None,,,,,,,,,,,410.10082220000186,410.10082220000186,None,,411.1558286,411.1558286,413.38885429999937,c,410.10082220000186,410.10082220000186,1.3664868999985629,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
R,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,16.0,16.0,16.0,,,,,,,,,,,,,413.38885429999937,,,,,,,,416.6886168000019,416.6886168000019,416.6886168000019,416.6886168000019,416.6886168000019,416.6886168000019,416.6886168000019,416.6886168000019,None,None,None,,,,,,,,,,,413.38885429999937,413.38885429999937,None,,414.4564260000007,414.4564260000007,416.6886168000019,n,413.38885429999937,413.38885429999937,0.6332700999992085,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
W,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,17.0,17.0,17.0,,,,,,,,,,,,,416.6886168000019,,,,,,,,419.78898839999965,419.78898839999965,419.78898839999965,419.78898839999965,419.78898839999965,419.78898839999965,419.78898839999965,419.78898839999965,None,None,None,,,,,,,,,,,416.6886168000019,416.6886168000019,None,,417.75713520000136,417.75713520000136,419.78898839999965,n,416.6886168000019,416.6886168000019,0.596182699995552,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
F,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,18.0,18.0,18.0,,,,,,,,,,,,,419.78898839999965,,,,,,,,423.0898870000019,423.0898870000019,423.0898870000019,423.0898870000019,423.0898870000019,423.0898870000019,423.0898870000019,423.0898870000019,None,None,None,,,,,,,,,,,419.78898839999965,419.78898839999965,None,,420.8576137000018,420.8576137000018,423.0898870000019,n,419.78898839999965,419.78898839999965,0.9841844999973546,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
W,True,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,19.0,19.0,19.0,,,,,,,,,,,,,423.0898870000019,,,,,,,,426.1866563000003,426.1866563000003,426.1866563000003,426.1866563000003,426.1866563000003,426.1866563000003,426.1866563000003,426.1866563000003,None,None,None,,,,,,,,,,,423.0898870000019,423.0898870000019,None,,424.16630799999984,424.16630799999984,426.1866563000003,c,423.0898870000019,423.0898870000019,0.452134200000728,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
S,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,20.0,20.0,20.0,,,,,,,,,,,,,426.1866563000003,427.2399038000003,,,,,,,429.4662415999992,429.4662415999992,429.4662415999992,429.4662415999992,429.4662415999992,429.4662415999992,429.4662415999992,429.4662415999992,None,None,None,,,,,,,,,,,426.1866563000003,426.1866563000003,None,,427.2399038000003,427.2399038000003,429.4662415999992,n,426.1866563000003,426.1866563000003,0.5622278999981063,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
M,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,21.0,21.0,21.0,,,,,,,,,,,,,429.4662415999992,430.5234120000023,,,,,,,432.5557423999999,432.5557423999999,432.5557423999999,432.5557423999999,432.5557423999999,432.5557423999999,432.5557423999999,432.5557423999999,None,None,None,,,,,,,,,,,429.4662415999992,429.4662415999992,None,,430.5234120000023,430.5234120000023,432.5557423999999,n,429.4662415999992,429.4662415999992,0.7429299999967043,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
C,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,22.0,22.0,22.0,,,,,,,,,,,,,432.5557423999999,,,,,,,,435.6623591999996,435.6623591999996,435.6623591999996,435.6623591999996,435.6623591999996,435.6623591999996,435.6623591999996,435.6623591999996,None,None,None,,,,,,,,,,,432.5557423999999,432.5557423999999,None,,433.6344358999995,433.6344358999995,435.6623591999996,n,432.5557423999999,432.5557423999999,0.9438863999966998,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
T,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,23.0,23.0,23.0,,,,,,,,,,,,,435.6623591999996,436.72451,,,,,,,438.7499733000004,438.7499733000004,438.7499733000004,438.7499733000004,438.7499733000004,438.7499733000004,438.7499733000004,438.7499733000004,None,None,None,,,,,,,,,,,435.6623591999996,435.6623591999996,None,,436.72451,436.72451,438.7499733000004,n,435.6623591999996,435.6623591999996,0.6524269999972603,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
C,True,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,24.0,24.0,24.0,,,,,,,,,,,,,438.7499733000004,439.8057919999992,,,,,,,442.0378430000019,442.0378430000019,442.0378430000019,442.0378430000019,442.0378430000019,442.0378430000019,442.0378430000019,442.0378430000019,None,None,None,,,,,,,,,,,438.7499733000004,438.7499733000004,None,,439.8057919999992,439.8057919999992,442.0378430000019,n,438.7499733000004,438.7499733000004,1.1242668999984744,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
S,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,25.0,25.0,25.0,,,,,,,,,,,,,442.0378430000019,,,,,,,,445.1363586000007,445.1363586000007,445.1363586000007,445.1363586000007,445.1363586000007,445.1363586000007,445.1363586000007,445.1363586000007,None,None,None,,,,,,,,,,,442.0378430000019,442.0378430000019,None,,443.1072543000009,443.1072543000009,445.1363586000007,n,442.0378430000019,442.0378430000019,1.1105403000001388,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
N,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,26.0,26.0,26.0,,,,,,,,,,,,,445.1363586000007,446.1900946000024,,,,,,,448.4138010000024,448.4138010000024,448.4138010000024,448.4138010000024,448.4138010000024,448.4138010000024,448.4138010000024,448.4138010000024,None,None,None,,,,,,,,,,,445.1363586000007,445.1363586000007,None,,446.1900946000024,446.1900946000024,448.4138010000024,n,445.1363586000007,445.1363586000007,0.6119765999974334,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
M,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,27.0,27.0,27.0,,,,,,,,,,,,,448.4138010000024,449.47451450000153,,,,,,,451.7072200000002,451.7072200000002,451.7072200000002,451.7072200000002,451.7072200000002,451.7072200000002,451.7072200000002,451.7072200000002,None,None,None,,,,,,,,,,,448.4138010000024,448.4138010000024,None,,449.47451450000153,449.47451450000153,451.7072200000002,n,448.4138010000024,448.4138010000024,0.8237053000011656,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
N,True,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,28.0,28.0,28.0,,,,,,,,,,,,,451.7072200000002,452.7735859000022,,,,,,,455.0055792999992,455.0055792999992,455.0055792999992,455.0055792999992,455.0055792999992,455.0055792999992,455.0055792999992,455.0055792999992,None,None,None,,,,,,,,,,,451.7072200000002,451.7072200000002,None,,452.7735859000022,452.7735859000022,455.0055792999992,c,451.7072200000002,451.7072200000002,1.836309499998606,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
G,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,29.0,29.0,29.0,,,,,,,,,,,,,455.0055792999992,,,,,,,,458.1059729000008,458.1059729000008,458.1059729000008,458.1059729000008,458.1059729000008,458.1059729000008,458.1059729000008,458.1059729000008,None,None,None,,,,,,,,,,,455.0055792999992,455.0055792999992,None,,456.07525840000017,456.07525840000017,458.1059729000008,n,455.0055792999992,455.0055792999992,0.9663093999988632,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
R,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,30.0,30.0,30.0,,,,,,,,,,,,,458.1059729000008,,,,,,,,461.4048342999995,461.4048342999995,461.4048342999995,461.4048342999995,461.4048342999995,461.4048342999995,461.4048342999995,461.4048342999995,None,None,None,,,,,,,,,,,458.1059729000008,458.1059729000008,None,,459.1733769000021,459.1733769000021,461.4048342999995,n,458.1059729000008,458.1059729000008,0.6602734999978566,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
G,True,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,31.0,31.0,31.0,,,,,,,,,,,,,461.4048342999995,,,,,,,,464.7018511999995,464.7018511999995,464.7018511999995,464.7018511999995,464.7018511999995,464.7018511999995,464.7018511999995,464.7018511999995,None,None,None,,,,,,,,,,,461.4048342999995,461.4048342999995,None,,462.4726479000019,462.4726479000019,464.7018511999995,c,461.4048342999995,461.4048342999995,1.2014393999961612,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
G,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,32.0,32.0,32.0,,,,,,,,,,,,,464.7018511999995,465.7552020000003,,,,,,,467.7869885,467.7869885,467.7869885,467.7869885,467.7869885,467.7869885,467.7869885,467.7869885,None,None,None,,,,,,,,,,,464.7018511999995,464.7018511999995,None,,465.7552020000003,465.7552020000003,467.7869885,n,464.7018511999995,464.7018511999995,1.3031742999992275,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
X,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,33.0,33.0,33.0,,,,,,,,,,,,,467.7869885,468.8518242999999,,,,,,,470.8820237,470.8820237,470.8820237,470.8820237,470.8820237,470.8820237,470.8820237,470.8820237,None,None,None,,,,,,,,,,,467.7869885,467.7869885,None,,468.8518242999999,468.8518242999999,470.8820237,n,467.7869885,467.7869885,0.5509623999969335,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
Q,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,34.0,34.0,34.0,,,,,,,,,,,,,470.8820237,471.9405007000023,,,,,,,474.1646801000024,474.1646801000024,474.1646801000024,474.1646801000024,474.1646801000024,474.1646801000024,474.1646801000024,474.1646801000024,None,None,None,,,,,,,,,,,470.8820237,470.8820237,None,,471.9405007000023,471.9405007000023,474.1646801000024,n,470.8820237,470.8820237,0.9889947999981814,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
N,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,35.0,35.0,35.0,,,,,,,,,,,,,474.1646801000024,475.2236649000006,,,,,,,477.2563493000016,477.2563493000016,477.2563493000016,477.2563493000016,477.2563493000016,477.2563493000016,477.2563493000016,477.2563493000016,None,None,None,,,,,,,,,,,474.1646801000024,474.1646801000024,None,,475.2236649000006,475.2236649000006,477.2563493000016,n,474.1646801000024,474.1646801000024,0.5941033999988576,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
G,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,36.0,36.0,36.0,,,,,,,,,,,,,477.2563493000016,,,,,,,,480.5556485000016,480.5556485000016,480.5556485000016,480.5556485000016,480.5556485000016,480.5556485000016,480.5556485000016,480.5556485000016,None,None,None,,,,,,,,,,,477.2563493000016,477.2563493000016,None,,478.3221190000004,478.3221190000004,480.5556485000016,n,477.2563493000016,477.2563493000016,1.0713875999972515,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
D,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,37.0,37.0,37.0,,,,,,,,,,,,,480.5556485000016,,,,,,,,483.66259600000194,483.66259600000194,483.66259600000194,483.66259600000194,483.66259600000194,483.66259600000194,483.66259600000194,483.66259600000194,None,None,None,,,,,,,,,,,480.5556485000016,480.5556485000016,None,,481.62520030000087,481.62520030000087,483.66259600000194,n,480.5556485000016,480.5556485000016,0.800465999996959,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
V,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,38.0,38.0,38.0,,,,,,,,,,,,,483.66259600000194,484.7223871000024,,,,,,,486.9531738000005,486.9531738000005,486.9531738000005,486.9531738000005,486.9531738000005,486.9531738000005,486.9531738000005,486.9531738000005,None,None,None,,,,,,,,,,,483.66259600000194,483.66259600000194,None,,484.7223871000024,484.7223871000024,486.9531738000005,n,483.66259600000194,483.66259600000194,1.175187199998618,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
W,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,39.0,39.0,39.0,,,,,,,,,,,,,486.9531738000005,488.0165522000025,,,,,,,490.0457767000007,490.0457767000007,490.0457767000007,490.0457767000007,490.0457767000007,490.0457767000007,490.0457767000007,490.0457767000007,None,None,None,,,,,,,,,,,486.9531738000005,486.9531738000005,None,,488.0165522000025,488.0165522000025,490.0457767000007,n,486.9531738000005,486.9531738000005,0.9216070999973454,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
X,False,2.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,40.0,40.0,40.0,,,,,,,,,,,,,490.0457767000007,491.10677340000257,,,,,,,493.1374136000013,493.1374136000013,493.1374136000013,493.1374136000013,493.1374136000013,493.1374136000013,493.1374136000013,493.1374136000013,None,None,None,,,,,,,,,,,490.0457767000007,490.0457767000007,None,,491.10677340000257,491.10677340000257,493.1374136000013,n,490.0457767000007,490.0457767000007,1.1915522999988752,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
